SRIASupplierID,Name,VPManager,Crunchbase,Ticker,CompanyID,CreatedAt,UpdatedAt,State,Industry,EmployeeCount
1289,"State and Federal Communications, Inc.",NULL,state-and-federal-communications,NULL,1289,"2020-10-01 19:04:13","2022-01-10 19:11:21","OH  ",Consulting,"1 to 50 Employees"
1290,"Nossaman, LLP",NULL,NULL,NULL,1290,"2020-10-01 19:04:13","2022-01-10 19:11:21","CA  ",Legal,"201 to 500 Employees"
1291,"Phrasee Ltd",NULL,phrasee,NULL,1291,"2020-10-01 19:04:13","2022-01-10 19:11:22",,"Advertising & Marketing","51 to 200 Employees"
1292,Innovalog,NULL,atlassian,TEAM,1292,"2020-10-01 19:04:14","2022-01-10 19:11:22","NSW ","Computer Hardware & Software","5001 to 10000 Employees"
1293,Rokt,NULL,rokt,NULL,1293,"2020-10-01 19:04:14","2022-01-10 19:11:23",,"Advertising & Marketing","201 to 500 Employees"
1294,"Argus Information and Advisory Services, LLC",NULL,argus-information-advisory-services,NULL,1294,"2020-10-01 19:04:14","2022-01-10 19:11:23","NY  ",Consulting,"201 to 500 Employees"
1297,"Imbellus, Inc.",NULL,imbellus,NULL,1297,"2020-10-01 19:04:14","2022-01-10 19:11:25",,"Education Training Services","1 to 50 Employees"
1298,"Fairmarkit, Inc.",NULL,fairmarkit,NULL,1298,"2020-10-01 19:04:15","2022-01-10 19:11:25",,"Enterprise Software & Network Solutions","1 to 50 Employees"
1299,"Chermayeff & Geismar & Haviv",NULL,chermayeff-geismar-haviv,NULL,1299,"2020-10-01 19:04:15","2022-01-10 19:11:25",,NULL,"1 to 50 Employees"
1301,"Marketing Supply Co.",NULL,marketing-supply-company,NULL,1301,"2020-10-01 19:04:15","2022-01-10 19:11:26",,"Advertising & Marketing","1 to 50 Employees"
1302,"Microsoft Advertising - US",NULL,microsoft,MSFT,1302,"2020-10-01 19:04:15","2022-01-10 19:11:27","WA  ","Computer Hardware & Software","10000+ Employees"
1303,Gusto,NULL,gusto,NULL,1303,"2020-10-01 19:04:15","2022-01-10 19:11:28","CA  ","Computer Hardware & Software","1001 to 5000 Employees"
1305,"Google GA360",NULL,google,GOOG,1305,"2020-10-01 19:04:15","2022-01-10 19:11:29",,Internet,"10000+ Employees"
1307,"Supply Wisdom, Inc.",NULL,supply-wisdom,NULL,1307,"2020-10-01 19:04:16","2022-01-10 19:11:30",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1308,"GSD&M Idea City LLC",NULL,gsd-m,NULL,1308,"2020-10-01 19:04:16","2022-01-10 19:11:31",,NULL,Unknown
1309,"Okta, Inc.",NULL,okta,OKTA,1309,"2020-10-01 19:04:16","2022-01-10 19:11:31","CA  ","Computer Hardware & Software","1001 to 5000 Employees"
1310,"PayPal Inc. Rewards",NULL,paypal,PYPL,1310,"2020-10-01 19:04:16","2022-01-10 19:11:32",,Internet,"10000+ Employees"
1311,"Telecheck Services Inc (a division of First Data Resources)",NULL,NULL,NULL,1311,"2020-10-01 19:04:16","2022-01-10 19:11:32","TX  ","Financial Transaction Processing","1001 to 5000 Employees"
1312,"Capital Markets Compliance, LLC",NULL,capital-markets-compliance,NULL,1312,"2020-10-01 19:04:16","2022-01-10 19:11:33",,Accounting,"1 to 50 Employees"
1314,"CDN-Eagle s Flight, Creative Training Excellence, Inc.",NULL,eagle-s-flight,NULL,1314,"2020-10-01 19:04:16","2022-01-10 19:11:34","ON  ","Education Training Services","51 to 200 Employees"
1315,"Quansight, LLC",NULL,quansight,NULL,1315,"2020-10-01 19:04:17","2022-01-10 19:11:34",,NULL,"1 to 50 Employees"
1317,"Mawsonia, Ltd.",NULL,mawsonia,NULL,1317,"2020-10-01 19:04:17","2022-01-10 19:11:35",,NULL,"1 to 50 Employees"
1318,"Workiva Uk Limited",NULL,NULL,NULL,1318,"2020-10-01 19:04:17","2022-01-10 19:11:35",BERK,"Computer Hardware & Software","1001 to 5000 Employees"
1319,"Kantar LLC, Inc.",NULL,kantar,NULL,1319,"2020-10-01 19:04:17","2022-01-10 19:11:36","IL  ","Research & Development","1001 to 5000 Employees"
1320,"NuData Security Inc.",NULL,nudata-security,NULL,1320,"2020-10-01 19:04:17","2022-01-10 19:11:36",BC,"Enterprise Software & Network Solutions","51 to 200 Employees"
1321,"Credit Kudos Limited - UK",NULL,credit-kudos,NULL,1321,"2020-10-01 19:04:18","2022-01-10 19:11:37",,NULL,"1 to 50 Employees"
1322,"Avios Group Limited",NULL,avios-group,NULL,1322,"2020-10-01 19:04:18","2022-01-10 19:11:37",,Airlines,"201 to 500 Employees"
1323,"Grant Thornton LLP",NULL,grant-thornton-ltd,NULL,1323,"2020-10-01 19:04:19","2022-01-10 19:11:38","IL  ",Accounting,"5001 to 10000 Employees"
1324,"Digital Recognition Network, Inc.",NULL,NULL,NULL,1324,"2020-10-01 19:04:19","2022-01-10 19:11:38","TX  ","Investment Banking & Asset Management","1 to 50 Employees"
1325,"Collier Simon, Inc.",NULL,collier-simon,NULL,1325,"2020-10-01 19:04:20","2022-01-10 19:11:38","CA  ",NULL,"1 to 50 Employees"
1326,"Coursera, Inc.",NULL,coursera,COUR,1326,"2020-10-01 19:04:21","2022-01-10 19:11:39","CA  ","Colleges & Universities","501 to 1000 Employees"
1329,"InstaClustr Pty Ltd",NULL,NULL,NULL,1329,"2020-10-01 19:04:22","2022-01-10 19:11:40",,"IT Services","51 to 200 Employees"
1330,"Canadian Mental Health Association",NULL,canadian-mental-health-association,NULL,1330,"2020-10-01 19:04:23","2022-01-10 19:11:41","ON  ","Social Assistance","1001 to 5000 Employees"
1333,"stensul, Inc.",NULL,stensul,NULL,1333,"2020-10-01 19:04:26","2022-01-10 19:11:41",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1334,"Secure Code Warrior Ltd",NULL,NULL,NULL,1334,"2020-10-01 19:04:26","2022-01-10 19:11:41",NORT,"Enterprise Software & Network Solutions","51 to 200 Employees"
1336,"The Law Office of Frederick I Weinberg & Associates",NULL,NULL,NULL,1336,"2020-10-01 19:04:27","2022-01-10 19:11:42","PA  ",Legal,"1 to 50 Employees"
1337,"Intersection Technologies, Inc.",NULL,intersection-technologies,NULL,1337,"2020-10-01 19:04:30","2022-01-10 19:11:43","VA  ",Internet,"1 to 50 Employees"
1340,"The Financial Times Ltd.",NULL,NULL,NULL,1340,"2020-10-01 19:04:32","2022-01-10 19:11:43","IL  ",Publishing,"1001 to 5000 Employees"
1341,"Apple Inc.",NULL,apple,AAPL,1341,"2020-10-01 19:04:32","2022-01-10 19:11:44","CA  ","Computer Hardware & Software","10000+ Employees"
1343,"Vantage Point Performance, Inc.",NULL,vantage-point-performance,NULL,1343,"2020-10-01 19:04:32","2022-01-10 19:11:45","FL  ",NULL,"1 to 50 Employees"
1344,"Pinkerton Consulting and Investigations, Inc.",NULL,pinkerton,NULL,1344,"2020-10-01 19:04:33","2022-01-10 19:11:46","FL  ",Consulting,"1001 to 5000 Employees"
1345,"BDO USA, LLP",NULL,bdo-usa,NULL,1345,"2020-10-01 19:04:33","2022-01-10 19:11:46","IL  ",Accounting,"1001 to 5000 Employees"
1346,"Digital Risk LLC (Home Loans)",NULL,digital-risk,NULL,1346,"2020-10-01 19:04:34","2022-01-10 19:11:46","FL  ","Investment Banking & Asset Management","1001 to 5000 Employees"
1349,"Bradley Arant Boult Cummings",NULL,NULL,NULL,1349,"2020-10-01 19:04:36","2022-01-10 19:11:48",,Legal,"201 to 500 Employees"
1350,"Informed, Inc.",NULL,informed,NULL,1350,"2020-10-01 19:04:37","2022-01-10 19:11:48",,"Enterprise Software & Network Solutions","1 to 50 Employees"
1351,"Cision US, Inc.",NULL,cision,CISN,1351,"2020-10-01 19:04:37","2022-01-10 19:11:49","IL  ","Computer Hardware & Software","1001 to 5000 Employees"
1352,"HooYu Ltd - UK",NULL,hooyu-com,NULL,1352,"2020-10-01 19:04:39","2022-01-10 19:11:49",,NULL,"51 to 200 Employees"
1353,"Blackbridge Communications Limited - UK",NULL,NULL,NULL,1353,"2020-10-01 19:04:39","2022-01-10 19:11:49",,"Advertising & Marketing","1 to 50 Employees"
1354,"Lee Hecht Harrison Penna Limited - UK",NULL,NULL,NULL,1354,"2020-10-01 19:04:40","2022-01-10 19:11:50",,Consulting,"5001 to 10000 Employees"
1355,"TimeTrade Systems, Inc.",NULL,timetrade-systems,NULL,1355,"2020-10-01 19:04:40","2022-01-10 19:11:51","MA  ","Enterprise Software & Network Solutions","51 to 200 Employees"
1356,"Spark Neuro Inc.",NULL,spark-neuro,NULL,1356,"2020-10-01 19:04:41","2022-01-10 19:11:51","NY  ","Advertising & Marketing","1 to 50 Employees"
1360,"Sonic Automotive, Inc.",NULL,NULL,NULL,1360,"2020-10-01 19:04:43","2022-01-10 19:11:51",,"Vehicle Dealers","5001 to 10000 Employees"
1362,"Cortex Media, Inc.",NULL,NULL,NULL,1362,"2020-10-01 19:04:43","2022-01-10 19:11:52",,NULL,"1 to 50 Employees"
1366,"AuthenticID Inc.",NULL,authenticid,NULL,1366,"2020-10-01 19:04:46","2022-01-10 19:11:53",,"Computer Hardware & Software","51 to 200 Employees"
1368,"Post Office Limited - UK",NULL,the-post-office,NULL,1368,"2020-10-01 19:04:47","2022-01-10 19:11:54",,"Other Retail Stores","5001 to 10000 Employees"
1369,"Murphy USA Inc.",NULL,murphy-usa,NULL,1369,"2020-10-01 19:04:47","2022-01-10 19:11:55","AR  ","Oil & Gas Services","5001 to 10000 Employees"
1370,"Redwood Strategic Inc. dba Ten Thousand Coffees",NULL,NULL,NULL,1370,"2020-10-01 19:04:47","2022-01-10 19:11:55",,"Enterprise Software & Network Solutions","1 to 50 Employees"
1371,"SADA Systems, Inc.",NULL,sada-systems,NULL,1371,"2020-10-01 19:04:47","2022-01-10 19:11:56","CA  ","IT Services","201 to 500 Employees"
1375,"CDN-Kantar LLC, Inc.",NULL,kantar,NULL,1375,"2020-10-01 19:04:48","2022-01-10 19:11:56",,"Research & Development","1001 to 5000 Employees"
1376,"Pusher Ltd",NULL,pusher-ltd,NULL,1376,"2020-10-01 19:04:48","2022-01-10 19:11:57",,Internet,"51 to 200 Employees"
1378,Transamerica,NULL,NULL,NULL,1378,"2020-10-01 19:04:50","2022-01-10 19:11:57","IA  ","Insurance Carriers","5001 to 10000 Employees"
1379,CONNECTYOURCARE,NULL,connectyourcare,NULL,1379,"2020-10-01 19:04:51","2022-01-10 19:11:58","MD  ","Financial Transaction Processing","201 to 500 Employees"
1380,"CDN-Jungle Media",NULL,NULL,NULL,1380,"2020-10-01 19:04:52","2022-01-10 19:11:58",,"News Outlet","51 to 200 Employees"
1381,CDN-Gatestone,NULL,NULL,NULL,1381,"2020-10-01 19:04:55","2022-01-10 19:11:59","ON  ","Staffing & Outsourcing","1001 to 5000 Employees"
1382,"Arch Mortgage Insurance Co fka United Guaranty (CCB)",NULL,NULL,NULL,1382,"2020-10-01 19:04:57","2022-01-10 19:11:59","CA  ","Insurance Carriers","1001 to 5000 Employees"
1383,"Law Office of Aaron Katsman",NULL,NULL,NULL,1383,"2020-10-01 19:04:57","2022-01-10 19:12:00","NY  ",Legal,"1 to 50 Employees"
1385,"Wolters Kluwer (Home Loans)",NULL,wolters-kluwers-financial-services-formerly-bankers-systems,NULL,1385,"2020-10-01 19:04:59","2022-01-10 19:12:01",,Consulting,"10000+ Employees"
1387,Gartner,NULL,gartner-group,NULL,1387,"2020-10-01 19:05:03","2022-01-10 19:12:02","CT  ",Consulting,"10000+ Employees"
1389,"Genworth Mortgage Insurance",NULL,NULL,NULL,1389,"2020-10-01 19:05:03","2022-01-10 19:12:03","NC  ","Insurance Carriers","1001 to 5000 Employees"
1390,Essent,NULL,essent-guaranty-d2f0,NULL,1390,"2020-10-01 19:05:04","2022-01-10 19:12:04","PA  ","Insurance Carriers","201 to 500 Employees"
1393,Entrust,NULL,entrust,ENTU,1393,"2020-10-01 19:05:06","2022-01-10 19:12:05","TX  ","Computer Hardware & Software","1001 to 5000 Employees"
1395,"Assurant Field Asset Services",NULL,assurant-field-asset-services-inc,NULL,1395,"2020-10-01 19:05:06","2022-01-10 19:12:06",,"Insurance Carriers","10000+ Employees"
1397,ScandIT,NULL,NULL,NULL,1397,"2020-10-01 19:05:07","2022-01-10 19:12:06","CA  ","Enterprise Software & Network Solutions","201 to 500 Employees"
1398,"Genesys Telecommunications Laboratories, Inc.",NULL,genesys,NULL,1398,"2020-10-01 19:05:07","2022-01-10 19:12:07","CA  ","Computer Hardware & Software","5001 to 10000 Employees"
1399,SingleSource,NULL,NULL,NULL,1399,"2020-10-01 19:05:08","2022-01-10 19:12:07","PA  ","Investment Banking & Asset Management","201 to 500 Employees"
1400,"Stewart Lender Services Inc",NULL,stewart-lender-services,NULL,1400,"2020-10-01 19:05:09","2022-01-10 19:12:08","TX  ","Insurance Carriers","5001 to 10000 Employees"
1401,"PMI Mortgage Insurance Co",NULL,NULL,NULL,1401,"2020-10-01 19:05:11","2022-01-10 19:12:08",,"Insurance Carriers","501 to 1000 Employees"
1402,QUESTUS,NULL,questus-inc,NULL,1402,"2020-10-01 19:05:12","2022-01-10 19:12:09","CA  ","Advertising & Marketing","1 to 50 Employees"
1404,"Radian Guaranty Inc. (CCB)",NULL,NULL,NULL,1404,"2020-10-01 19:05:12","2022-01-10 19:12:10","PA  ","Insurance Carriers","1001 to 5000 Employees"
1405,"Red Bell Real Estate",NULL,red-bell-real-estate,NULL,1405,"2020-10-01 19:05:13","2022-01-10 19:12:10","UT  ",NULL,"1 to 50 Employees"
1406,"Republic Mortgage Insurance (CCB)",NULL,republic-mortgage-insurance-company,NULL,1406,"2020-10-01 19:05:14","2022-01-10 19:12:11",,"Insurance Carriers","201 to 500 Employees"
1407,"Resource Title LLC",NULL,NULL,NULL,1407,"2020-10-01 19:05:14","2022-01-10 19:12:11","CA  ","Insurance Carriers","51 to 200 Employees"
1408,"National Bankruptcy Services",NULL,NULL,NULL,1408,"2020-10-01 19:05:15","2022-01-10 19:12:12",,"Financial Transaction Processing","201 to 500 Employees"
1410,"NCB Management Services, Inc.",NULL,NULL,NULL,1410,"2020-10-01 19:05:16","2022-01-10 19:12:12","PA  ",Accounting,"201 to 500 Employees"
1411,"U.S. BANK NATIONAL ASSOCIATION",NULL,NULL,NULL,1411,"2020-10-01 19:05:16","2022-01-10 19:12:13",,"Banks & Credit Unions","1001 to 5000 Employees"
1414,Informatica,NULL,informatica,INFA,1414,"2020-10-01 19:05:21","2022-01-10 19:12:13",,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
1415,"CDN-Telpay, Inc.",NULL,telpay,NULL,1415,"2020-10-01 19:05:22","2022-01-10 19:12:14","MB  ",NULL,"51 to 200 Employees"
1416,"CNA Insurance Company",NULL,cna-insurance-company,NULL,1416,"2020-10-01 19:05:23","2022-01-10 19:12:14",CA,"Insurance Carriers","1001 to 5000 Employees"
1417,Comcast,NULL,comcast,CMCSA,1417,"2020-10-01 19:05:24","2022-01-10 19:12:15","PA  ","Telecommunications Services","10000+ Employees"
1418,"DAVIS VISION",NULL,davis-vision,NULL,1418,"2020-10-01 19:05:26","2022-01-10 19:12:16","TX  ","Insurance Carriers","1001 to 5000 Employees"
1420,"ACI Worldwide",NULL,aci-worldwide,NULL,1420,"2020-10-01 19:05:28","2022-01-10 19:12:16",NE,"Computer Hardware & Software","1001 to 5000 Employees"
1422,"Bank of America Home Loans Servicing",NULL,bank-of-america,BAC,1422,"2020-10-01 19:05:29","2022-01-10 19:12:17","NC  ","Banks & Credit Unions","10000+ Employees"
1423,"Network for Good Inc.",NULL,network-for-good,NULL,1423,"2020-10-01 19:05:30","2022-01-10 19:12:17","DC  ","Computer Hardware & Software","51 to 200 Employees"
1424,AETNA,NULL,aetna,CVS,1424,"2020-10-01 19:05:30","2022-01-10 19:12:18","CT  ","Insurance Carriers","10000+ Employees"
1426,Orbitz,NULL,NULL,NULL,1426,"2020-10-01 19:05:32","2022-01-10 19:12:18","IL  ",NULL,"51 to 200 Employees"
1427,Agari,NULL,agari-data,NULL,1427,"2020-10-01 19:05:33","2022-01-10 19:12:19","CA  ","Enterprise Software & Network Solutions","51 to 200 Employees"
1428,"CDN-Alliance One",NULL,allianceone,NULL,1428,"2020-10-01 19:05:33","2022-01-10 19:12:19","PA  ","Financial Analytics & Research","1001 to 5000 Employees"
1430,TrustWave,NULL,trustwave-17a8,NULL,1430,"2020-10-01 19:05:34","2022-01-10 19:12:20",,"IT Services","1001 to 5000 Employees"
1434,"ASSOCIATED RECOVERY SYSTEMS NATIONAL SERVICES (ARS)",NULL,NULL,NULL,1434,"2020-10-01 19:05:37","2022-01-10 19:12:21","CA  ",Consulting,"201 to 500 Employees"
1435,"Newtek Business Services Corp. fka Banc-Serv Partners LLC",NULL,banc-serv-partners,NULL,1435,"2020-10-01 19:05:38","2022-01-10 19:12:22",,"Investment Banking & Asset Management","10000+ Employees"
1436,Traackr,NULL,traackr,NULL,1436,"2020-10-01 19:05:38","2022-01-10 19:12:22",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1437,Zurich,NULL,zurich-north-america,NULL,1437,"2020-10-01 19:05:38","2022-01-10 19:12:23","IL  ","Insurance Carriers","10000+ Employees"
1438,"Forrester Research, Inc.",NULL,forrester-research,FORR,1438,"2020-10-01 19:05:39","2022-01-10 19:12:23","MA  ","Research & Development","1001 to 5000 Employees"
1440,"Mark Monitor",NULL,markmonitor,NULL,1440,"2020-10-01 19:05:40","2022-01-10 19:12:24",,"Enterprise Software & Network Solutions","501 to 1000 Employees"
1441,"Assurant (CCB)",NULL,NULL,NULL,1441,"2020-10-01 19:05:40","2022-01-10 19:12:24",,"Insurance Carriers","10000+ Employees"
1442,BrightEdge,NULL,brightedge,NULL,1442,"2020-10-01 19:05:41","2022-01-10 19:12:25",,"Computer Hardware & Software","201 to 500 Employees"
1443,"Gregg & Valby, LLP",NULL,NULL,NULL,1443,"2020-10-01 19:05:41","2022-01-10 19:12:25","TX  ",Legal,"51 to 200 Employees"
1444,"Burning Glass Technologies",NULL,burning-glass-technologies,NULL,1444,"2020-10-01 19:05:42","2022-01-10 19:12:26",,"Enterprise Software & Network Solutions","501 to 1000 Employees"
1445,"Prosek Partners",NULL,prosek-partners,NULL,1445,"2020-10-01 19:05:42","2022-01-10 19:12:26",,"Advertising & Marketing","51 to 200 Employees"
1446,"Clearedge Partners, Inc.",NULL,clearedge-partners,NULL,1446,"2020-10-01 19:05:42","2022-01-10 19:12:26",,"IT Services","51 to 200 Employees"
1448,"LogicEase Solutions, Inc DBA ComplianceEase",NULL,logicease,NULL,1448,"2020-10-01 19:05:44","2022-01-10 19:12:27","CA  ",NULL,"1 to 50 Employees"
1449,TrueAccord,NULL,trueaccord,NULL,1449,"2020-10-01 19:05:44","2022-01-10 19:12:28","KS  ","Enterprise Software & Network Solutions","201 to 500 Employees"
1450,Socure,NULL,socure,NULL,1450,"2020-10-01 19:05:44","2022-01-10 19:12:28","CT  ","Enterprise Software & Network Solutions","51 to 200 Employees"
1451,"Control Risks Group",NULL,control-risks,NULL,1451,"2020-10-01 19:05:44","2022-01-10 19:12:29","DC  ",Consulting,"1001 to 5000 Employees"
1452,"Uber Technologies, Inc.",NULL,uber,UBER,1452,"2020-10-01 19:05:45","2022-01-10 19:12:30","CA  ",Internet,"10000+ Employees"
1453,"Cannon Financial",NULL,NULL,NULL,1453,"2020-10-01 19:05:46","2022-01-10 19:12:30","GA  ","Colleges & Universities","1 to 50 Employees"
1458,LinkedIn,NULL,linkedin,LNKD,1458,"2020-10-01 19:05:51","2022-01-10 19:12:31","CA  ",Internet,"10000+ Employees"
1459,"InComm Digital Solutions",NULL,NULL,NULL,1459,"2020-10-01 19:05:51","2022-01-10 19:12:32","OR  ","Financial Transaction Processing","1001 to 5000 Employees"
1461,"Atlassian Software Systems Pty Ltd",NULL,atlassian,TEAM,1461,"2020-10-01 19:05:52","2022-01-10 19:12:32","NSW ","Computer Hardware & Software","5001 to 10000 Employees"
1463,"Taboola, Inc.",NULL,taboola,TBLA,1463,"2020-10-01 19:05:53","2022-01-10 19:12:33","NY  ","Advertising & Marketing","1001 to 5000 Employees"
1464,"O'Reilly Media, Inc.",NULL,oreilly-media,NULL,1464,"2020-10-01 19:05:54","2022-01-10 19:12:34","CA  ","Education Training Services","201 to 500 Employees"
1465,"ALTISOURCE HOLDINGS LLC",NULL,NULL,NULL,1465,"2020-10-01 19:05:54","2022-01-10 19:12:34","FL  ","Investment Banking & Asset Management","5001 to 10000 Employees"
1466,"Riskified Ltd",NULL,riskified,RSKD,1466,"2020-10-01 19:05:55","2022-01-10 19:12:35",,"Research & Development","501 to 1000 Employees"
1467,"A Cloud Guru",NULL,a-cloud-guru,NULL,1467,"2020-10-01 19:05:56","2022-01-10 19:12:35",,"Enterprise Software & Network Solutions","201 to 500 Employees"
1468,Sunny's,NULL,NULL,NULL,1468,"2020-10-01 19:05:56","2022-01-10 19:12:36",,NULL,Unknown
1469,"INCAPITAL LLC",NULL,incapital,NULL,1469,"2020-10-01 19:05:57","2022-01-10 19:12:36","IL  ","Investment Banking & Asset Management","51 to 200 Employees"
1470,"Open Text Corporation",NULL,NULL,NULL,1470,"2020-10-01 19:05:57","2022-01-10 19:12:37",,"Enterprise Software & Network Solutions","10000+ Employees"
1472,"Softcat - UK",NULL,softcat,SCT,1472,"2020-10-01 19:05:59","2022-01-10 19:12:37",BUCK,"IT Services","1001 to 5000 Employees"
1473,"Unity Technologies SF",NULL,NULL,NULL,1473,"2020-10-01 19:05:59","2022-01-10 19:12:38",,"Computer Hardware & Software","5001 to 10000 Employees"
1474,"The Rocket Science Group, LLC d b a MailChimp",NULL,NULL,NULL,1474,"2020-10-01 19:06:02","2022-01-10 19:12:38",,"Motion Picture Production & Distribution","51 to 200 Employees"
1476,CDN-PwC,NULL,pwc,NULL,1476,"2020-10-01 19:06:04","2022-01-10 19:12:39",,Consulting,"10000+ Employees"
1477,"LEGAL RECOVERY LAW OFFICE, INC.",NULL,NULL,NULL,1477,"2020-10-01 19:06:04","2022-01-10 19:12:39","CA  ",Accounting,"51 to 200 Employees"
1478,"FORSTER AND GARBUS LLP",NULL,forster-garbus,NULL,1478,"2020-10-01 19:06:04","2022-01-10 19:12:40","NY  ",Legal,"51 to 200 Employees"
1479,"LAW OFFICE OF HOWARD LEE SCHIFF, P.C.",NULL,law-offices-howard-lee-schiff,NULL,1479,"2020-10-01 19:06:04","2022-01-10 19:12:40","CT  ",Legal,"51 to 200 Employees"
1480,"FENTON & MCGARVEY LAW FIRM, PSC",NULL,NULL,NULL,1480,"2020-10-01 19:06:05","2022-01-10 19:12:41",,NULL,"201 to 500 Employees"
1482,"BLATT, HASENMILLER, LEIBSKER & MOORE, L.L.C.",NULL,NULL,NULL,1482,"2020-10-01 19:06:06","2022-01-10 19:12:41","IL  ",Legal,"51 to 200 Employees"
1483,"JAVITCH BLOCK, LLC",NULL,javitch-block-llc,NULL,1483,"2020-10-01 19:06:06","2022-01-10 19:12:42","OH  ",Legal,"201 to 500 Employees"
1484,"KOHN LAW FIRM, S.C.",NULL,NULL,NULL,1484,"2020-10-01 19:06:06","2022-01-10 19:12:42",,Legal,"51 to 200 Employees"
1485,"Hayt, Hayt & landau, P.L. - FL",NULL,NULL,NULL,1485,"2020-10-01 19:06:07","2022-01-10 19:12:43",,Legal,"51 to 200 Employees"
