SRIASupplierID,Name,VPManager,Crunchbase,Ticker,CompanyID,CreatedAt,UpdatedAt,State,Industry,EmployeeCount
1028,"WALKME LTD","Jon Buckbee",walkme,WKME,1028,"2019-10-22 03:22:38","2022-01-11 05:27:33","CA  ","Computer Hardware & Software","501 to 1000 Employees"
1029,"WALL STREET SYSTEMS","Courtnee Smith",wallstreet-systems,NULL,1029,"2019-10-22 03:22:38","2022-01-11 02:43:54","NY  ","Computer Hardware & Software","501 to 1000 Employees"
1031,"Webevents Limited trading as Ingenuity Digital - UK","Lucy-Marie Hagues",webevents,NULL,1031,"2019-10-22 03:22:38","2022-01-10 19:09:38",,NULL,"51 to 200 Employees"
1035,"Western Union COAF","Jim Gorzalski",NULL,NULL,1035,"2019-10-22 03:22:38","2022-01-10 19:09:40","CO  ","Financial Transaction Processing","10000+ Employees"
1036,"When I Work, Inc.","Courtnee Smith",when-i-work,NULL,1036,"2019-10-22 03:22:38","2022-01-11 02:43:54",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1037,"NTT APPLICATION SECURITY","Courtnee Smith",whitehat-security,NULL,1037,"2019-10-22 03:22:38","2022-01-11 05:27:32","CA  ","Computer Hardware & Software","201 to 500 Employees"
1038,"WhiteHawk, Inc.","Courtnee Smith",NULL,NULL,1038,"2019-10-22 03:22:38","2022-01-10 19:09:41","GA  ",NULL,"1 to 50 Employees"
1039,"WhiteSource Ltd","Courtnee Smith",white-source,NULL,1039,"2019-10-22 03:22:38","2022-01-11 05:27:32","MA  ","Enterprise Software & Network Solutions","51 to 200 Employees"
1040,"AVI SPL LLC","Courtnee Smith",the-whitlock-company,NULL,1040,"2019-10-22 03:22:38","2022-01-11 02:43:53",,"Telecommunications Services","501 to 1000 Employees"
1041,"Williams Lea CCM Limited - UK","Robert Harding",NULL,NULL,1041,"2019-10-22 03:22:38","2022-01-10 19:09:43",,"Staffing & Outsourcing",Unknown
1043,"Windfall Data, Inc.","Jim Gorzalski",windfall-data,NULL,1043,"2019-10-22 03:22:38","2022-01-11 05:27:32",CA,"Advertising & Marketing","1 to 50 Employees"
1045,"Wipro - UK","Robert Harding",wipro,WIPRO,1045,"2019-10-22 03:22:38","2022-01-10 19:09:45",,"IT Services","10000+ Employees"
1046,"Wipro Technologies","Jon Buckbee",NULL,NULL,1046,"2019-10-22 03:22:38","2022-01-10 19:09:45",,"IT Services","10000+ Employees"
1048,"WORKFRONT INC","Jim Gorzalski",workfront,NULL,1048,"2019-10-22 03:22:38","2022-01-11 05:27:32","UT  ","Computer Hardware & Software","1001 to 5000 Employees"
1049,"WORKIVA (fka Web Filings)","Courtnee Smith",webfilings,WK,1049,"2019-10-22 03:22:38","2022-01-10 19:09:46","IA  ","Computer Hardware & Software","1001 to 5000 Employees"
1050,"Xero Limited","Jim Martin",NULL,NULL,1050,"2019-10-22 03:22:38","2022-01-10 19:09:47",,"Computer Hardware & Software","201 to 500 Employees"
1051,"Xerox (Collateral Vault)","Jon Buckbee",xerox,XRX,1051,"2019-10-22 03:22:38","2022-01-10 19:09:47",NJ,"IT Services","10000+ Employees"
1052,"Yahoo - UK","Lucy-Marie Hagues",NULL,NULL,1052,"2019-10-22 03:22:38","2022-01-10 19:09:48",,Internet,"5001 to 10000 Employees"
1053,"YELP INC","Jim Gorzalski",yelp,YELP,1053,"2019-10-22 03:22:38","2022-01-11 05:24:51","CA  ",Internet,"5001 to 10000 Employees"
1054,"YEXT INC","Jim Gorzalski",yext,YEXT,1054,"2019-10-22 03:22:39","2022-01-11 02:43:53","NY  ",Internet,"1001 to 5000 Employees"
1055,"ZABBIX SIA","Courtnee Smith",zabbix,NULL,1055,"2019-10-22 03:22:39","2022-01-10 19:09:49",NULL,NULL,"51 to 200 Employees"
1057,ZAPPROVED,"Jim Martin",zapproved,NULL,1057,"2019-10-22 03:22:39","2022-01-11 05:14:51",OR,"Computer Hardware & Software","51 to 200 Employees"
1058,ZENDESK,"Courtnee Smith",zendesk,ZEN,1058,"2019-10-22 03:22:39","2022-01-11 02:43:53","CA  ","Enterprise Software & Network Solutions","1001 to 5000 Employees"
1059,"Zignal Labs, Inc. fka PolitEar, Inc.","Courtnee Smith",zignal-labs,NULL,1059,"2019-10-22 03:22:39","2022-01-10 19:09:51","CA  ","Computer Hardware & Software","51 to 200 Employees"
1060,"Zoho Corporation","Courtnee Smith",zoho,NULL,1060,"2019-10-22 03:22:39","2022-01-11 05:14:51","CA  ","Computer Hardware & Software","201 to 500 Employees"
1061,"ZUMIGO INC","Jim Martin",zumigo,NULL,1061,"2019-10-22 03:22:39","2022-01-11 02:43:53",,"Enterprise Software & Network Solutions","1 to 50 Employees"
1062,"AgileCraft LLC","Courtnee Smith",agilecraft,NULL,1062,"2019-10-22 03:22:39","2022-01-11 05:14:51",,"Enterprise Software & Network Solutions","1 to 50 Employees"
1063,"Amazon (Non AWS)","Jim Martin",amazon,AMZN,1063,"2019-10-22 03:22:39","2022-01-11 04:37:14",,Internet,"10000+ Employees"
1064,"Attunity Inc.","Courtnee Smith",attunity,ATTU,1064,"2019-10-22 03:22:39","2022-01-11 02:43:53",MA,"Enterprise Software & Network Solutions","1001 to 5000 Employees"
1066,"CBI Telecommunications Consultants","Courtnee Smith",cbi-telecommunications-consultants,NULL,1066,"2019-10-22 03:22:39","2022-01-10 19:09:54",,NULL,"51 to 200 Employees"
1067,"Clayton Holdings, LLC","Jon Buckbee",clayton-holdings,CLAY,1067,"2019-10-22 03:22:39","2022-01-11 02:43:52",CT,"Computer Hardware & Software","501 to 1000 Employees"
1068,"CHYP USA, Inc.","Jim Martin",consult-hyperion,NULL,1068,"2019-10-22 03:22:39","2022-01-11 05:14:50","NY  ","IT Services","51 to 200 Employees"
1069,"CU Direct Corporation","Jim Gorzalski",cu-direct,NULL,1069,"2019-10-22 03:22:39","2022-01-11 02:43:52","CA  ","Banks & Credit Unions","201 to 500 Employees"
1070,"Emailage Corp. - UK","Darren Carlile",NULL,NULL,1070,"2019-10-22 03:22:39","2022-01-10 19:09:56","S GL","Enterprise Software & Network Solutions","51 to 200 Employees"
1072,"KRC Research","Marc Mentry",krc-research,NULL,1072,"2019-10-22 03:22:39","2022-01-11 02:43:52","PA  ","Research & Development","1 to 50 Employees"
1073,"Link Financial Outsourcing Limited - UK","Robert Harding",NULL,NULL,1073,"2019-10-22 03:22:39","2022-01-10 19:09:58",,NULL,"501 to 1000 Employees"
1074,"MBMS, Inc.","Jon Buckbee",mbms-inc,NULL,1074,"2019-10-22 03:22:39","2022-01-11 05:14:50","NY  ","Computer Hardware & Software","1 to 50 Employees"
1075,"Mitratech Holdings, Inc.","Jim Martin",mitratech-holdings-inc,NULL,1075,"2019-10-22 03:22:39","2022-01-11 02:43:50",,"Computer Hardware & Software","201 to 500 Employees"
1079,"CDN-User Zoom, Inc.","Jim Martin",userzoom,NULL,1079,"2019-10-22 03:22:39","2022-01-11 05:14:49",,"Enterprise Software & Network Solutions","201 to 500 Employees"
1080,"Vivoom, Inc.","Jim Martin",vivoom,NULL,1080,"2019-10-22 03:22:39","2022-01-11 02:43:49",MA,NULL,"1 to 50 Employees"
1081,"Walmart, Inc.","Jim Martin",walmart,WMT,1081,"2019-10-22 03:22:39","2022-01-10 19:10:03","AR  ","General Merchandise & Superstores","10000+ Employees"
1083,"BOWMAN, HEINTZ, BOSCIA & VICIAN, P.C. (C025)",NULL,NULL,NULL,1083,"2019-10-22 03:22:39","2022-01-10 19:10:03",IN,NULL,"51 to 200 Employees"
1084,Calero,NULL,calero-software,NULL,1084,"2019-10-22 03:22:39","2022-01-11 02:43:49","NY  ","Telecommunications Services","501 to 1000 Employees"
1086,"Challenger Performance Optimization, Inc.","Jim Martin",NULL,NULL,1086,"2019-10-22 03:22:39","2022-01-10 19:10:05","VA  ",Consulting,"51 to 200 Employees"
1087,"Costco (Inactive - Use CDN- Costco (US and CDN))","Jim Martin",costco,COST,1087,"2019-10-22 03:22:39","2022-01-10 19:10:05",WA,"General Merchandise & Superstores","10000+ Employees"
1088,"Horizon Media, Inc.","Marc Mentry",horizon-media,NULL,1088,"2019-10-22 03:22:39","2022-01-11 05:14:49","NY  ","Advertising & Marketing","1001 to 5000 Employees"
1089,"Huntswood Resources Ltd - UK","Darren Carlile",NULL,NULL,1089,"2019-10-22 03:22:39","2022-01-10 19:10:07",BERK,Consulting,"51 to 200 Employees"
1090,"Intellicheck Mobilisa, Inc.","Jim Martin",intellicheck-mobilisa,IDN,1090,"2019-10-22 03:22:39","2022-01-11 02:43:49","NY  ","Enterprise Software & Network Solutions","1 to 50 Employees"
1093,Paypal,"Jim Martin",paypal,PYPL,1093,"2019-10-22 03:22:39","2022-01-10 19:10:08",,Internet,"10000+ Employees"
1095,"SDL Inc.",NULL,sdl-international,SDL,1095,"2019-10-22 03:22:39","2022-01-11 05:14:49","CA  ",,NULL
1096,"Skywalker Sound",NULL,skywalker-sound,NULL,1096,"2019-10-22 03:22:39","2022-01-11 02:43:48",CA,NULL,Unknown
1097,"Stamps.com Inc.",NULL,stamps-com,STMP,1097,"2019-10-22 03:22:39","2022-01-11 05:14:49","CA  ","Computer Hardware & Software","1001 to 5000 Employees"
1098,"AdTheorent, Inc.",NULL,adtheorent,ADTH,1098,"2019-11-15 23:04:04","2022-01-10 19:10:10",,"Advertising & Marketing","201 to 500 Employees"
1100,"BookingBug Limited",NULL,bookingbug,NULL,1100,"2019-11-15 23:13:26","2022-01-10 19:10:10",NULL,"Enterprise Software & Network Solutions","51 to 200 Employees"
1101,"DoubleVerify Inc.",NULL,doubleverify,DV,1101,"2019-11-15 23:16:03","2022-01-10 19:10:11",NULL,Internet,"201 to 500 Employees"
1102,"Edmunds.com Inc",NULL,edmunds-com,NULL,1102,"2019-11-15 23:18:21","2022-01-10 19:10:11",NULL,Internet,"201 to 500 Employees"
1104,Emdeon,NULL,change-healthcare,CHNG,1104,"2019-11-15 23:23:10","2022-01-10 19:10:12",,"IT Services","10000+ Employees"
1106,Kahoot!,NULL,kahoot-,KAHOOT-M,1106,"2019-11-15 23:27:20","2022-01-10 19:10:13",NULL,"K-12 Education","1 to 50 Employees"
1107,SurveyGizmo,NULL,surveygizmo,NULL,1107,"2019-11-15 23:28:39","2022-01-10 19:10:13",NULL,"Enterprise Software & Network Solutions","51 to 200 Employees"
1110,Adaptiva,NULL,NULL,NULL,1110,"2019-11-21 20:03:46","2022-01-10 19:10:14",NULL,"Enterprise Software & Network Solutions","1 to 50 Employees"
1112,"Strategyzer AG",NULL,NULL,NULL,1112,"2020-05-22 04:16:12","2022-01-10 19:10:15",,"Enterprise Software & Network Solutions","1 to 50 Employees"
1113,"SmartBear Software",NULL,smart-bear-software,NULL,1113,"2020-05-22 04:16:12","2022-01-11 06:46:06","MA  ","Computer Hardware & Software","501 to 1000 Employees"
1115,"Detectify AB",NULL,detectify,NULL,1115,"2020-05-22 04:16:12","2022-01-11 06:46:05",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1116,"Bishop Fox",NULL,bishop-fox,NULL,1116,"2020-05-22 04:16:12","2022-01-10 19:10:17",,"IT Services","51 to 200 Employees"
1117,Checkmarx,NULL,NULL,NULL,1117,"2020-05-22 04:16:12","2022-01-10 19:10:17",,"Computer Hardware & Software","201 to 500 Employees"
1118,"BehavioSec Inc.",NULL,behaviosec,NULL,1118,"2020-05-22 04:16:12","2022-01-10 19:10:18",,NULL,"51 to 200 Employees"
1119,"NPI, LLC",NULL,NULL,NULL,1119,"2020-05-22 04:16:12","2022-01-10 19:10:18",,"Industrial Manufacturing","51 to 200 Employees"
1120,"GrexIt, Inc.",NULL,grexit,NULL,1120,"2020-05-22 04:16:12","2022-01-10 19:10:19",,"Computer Hardware & Software","51 to 200 Employees"
1121,"JAMF Software, LLC",NULL,NULL,NULL,1121,"2020-05-22 04:16:12","2022-01-10 19:10:19","MN  ","Computer Hardware & Software","1001 to 5000 Employees"
1122,"Agile Transformation, Inc.",NULL,agile-transformation,NULL,1122,"2020-05-22 04:16:12","2022-01-10 19:10:20","NE  ","Research & Development","51 to 200 Employees"
1123,"Applitools Ltd",NULL,NULL,NULL,1123,"2020-05-22 04:16:12","2022-01-10 19:10:20","CA  ","Enterprise Software & Network Solutions","51 to 200 Employees"
1124,"SonarSource SA",NULL,sonarsource,NULL,1124,"2020-05-22 04:16:12","2022-01-10 19:10:21",,"Computer Hardware & Software","51 to 200 Employees"
1125,"GuardSquare NV",NULL,guardsquare,NULL,1125,"2020-05-22 04:16:12","2022-01-10 19:10:21",,"Computer Hardware & Software","1 to 50 Employees"
1127,"AuditBoard, Inc.",NULL,auditboard,NULL,1127,"2020-05-22 04:16:12","2022-01-10 19:10:22",,"Computer Hardware & Software","51 to 200 Employees"
1129,"Usability Sciences Corporation",NULL,usability-sciences,NULL,1129,"2020-05-22 04:16:12","2022-01-10 19:10:23",,"Computer Hardware & Software","1 to 50 Employees"
1131,"Hypothesis Group",NULL,hypothesis,NULL,1131,"2020-05-22 04:16:12","2022-01-10 19:10:24",,Consulting,"51 to 200 Employees"
1132,"Alorica, Inc.",NULL,alorica,NULL,1132,"2020-05-22 04:16:12","2022-01-10 19:10:24","CA  ","Staffing & Outsourcing","10000+ Employees"
1135,"Callsign Ltd - UK",NULL,callsign,NULL,1135,"2020-05-22 04:16:12","2022-01-10 19:10:25",,"Computer Hardware & Software","51 to 200 Employees"
1137,"Jefferson Capital",NULL,jefferson-capital,NULL,1137,"2020-05-22 04:16:12","2022-01-10 19:10:25","MN  ","Investment Banking & Asset Management","51 to 200 Employees"
1138,"Brightfield Strategies",NULL,brightfield-strategies,NULL,1138,"2020-05-22 04:16:12","2022-01-10 19:10:26","NY  ","Enterprise Software & Network Solutions","51 to 200 Employees"
1140,"Sutherland Global Services",NULL,sutherland,NULL,1140,"2020-05-22 04:16:12","2022-01-10 19:10:26","NY  ","Staffing & Outsourcing","10000+ Employees"
1142,"Micro Focus fka EntIT Software",NULL,NULL,NULL,1142,"2020-05-22 04:16:12","2022-01-10 19:10:27",,"Computer Hardware & Software","10000+ Employees"
1145,"The Interpublic Group of Companies, Inc.",NULL,interpublic-group,IPG,1145,"2020-05-22 04:16:12","2022-01-10 19:10:28",,"Advertising & Marketing","10000+ Employees"
1146,"Empyr, Inc.",NULL,empyr,NULL,1146,"2020-05-22 04:16:12","2022-01-10 19:10:29",,"Advertising & Marketing",NULL
1148,"Morneau Shepell Inc.",NULL,NULL,NULL,1148,"2020-05-22 04:16:12","2022-01-10 19:10:29",,Consulting,"5001 to 10000 Employees"
1149,"Docebo NA, Inc.",NULL,NULL,NULL,1149,"2020-05-22 04:16:12","2022-01-10 19:10:30",,"Enterprise Software & Network Solutions","501 to 1000 Employees"
1151,"MacKayMitchell Envelope Company",NULL,NULL,NULL,1151,"2020-05-22 04:16:12","2022-01-10 19:10:30",,"Industrial Manufacturing","201 to 500 Employees"
1152,"NOOM, Inc. dba Loop & Tie",NULL,next-ones-on-me-noom,NULL,1152,"2020-05-22 04:16:12","2022-01-10 19:10:31",,"Health, Beauty, & Fitness","1001 to 5000 Employees"
1153,"OpenTable, Inc.",NULL,opentable,OPEN,1153,"2020-05-22 04:16:12","2022-01-10 19:10:31","CA  ",NULL,"1 to 50 Employees"
1155,"United Envelope",NULL,NULL,NULL,1155,"2020-05-22 04:16:12","2022-01-10 19:10:32","PA  ","Commercial Printing","201 to 500 Employees"
1156,YODLEE,NULL,yodlee,YDLE,1156,"2020-05-22 04:16:12","2022-01-10 19:10:32","CA  ","Computer Hardware & Software","1001 to 5000 Employees"
1157,PLAID,NULL,plaid,NULL,1157,"2020-05-22 04:16:12","2022-01-10 19:10:33",CA,"Enterprise Software & Network Solutions","501 to 1000 Employees"
1160,"ITM   TwentyFirst fka Informa Investment Solutions",NULL,itm-twentyfirst,NULL,1160,"2020-06-10 08:57:17","2022-01-10 19:10:33",,"Financial Analytics & Research","51 to 200 Employees"
1161,"PWC TRUST TAX PREPARATION SERVICES",NULL,pwc,NULL,1161,"2020-06-10 08:57:17","2022-01-10 19:10:34",,Accounting,"10000+ Employees"
1162,"FlexTrade Systems, Inc.",NULL,flextrade-systems,NULL,1162,"2020-06-10 08:57:17","2022-01-10 19:10:35",,"Computer Hardware & Software","501 to 1000 Employees"
1163,"Groove Labs Inc.",NULL,groove-2,NULL,1163,"2020-06-10 08:57:17","2022-01-10 19:10:35","CA  ","Enterprise Software & Network Solutions","51 to 200 Employees"
1164,DataZoic,NULL,datazoic,NULL,1164,"2020-06-10 08:57:17","2022-01-10 19:10:36",,NULL,"51 to 200 Employees"
1165,"INTL FCSTONE LTD",NULL,NULL,NULL,1165,"2020-06-10 08:57:17","2022-01-10 19:10:36",,NULL,"1001 to 5000 Employees"
1167,"BLM Technologies",NULL,NULL,NULL,1167,"2020-06-10 08:57:17","2022-01-10 19:10:37",,"IT Services","51 to 200 Employees"
1168,"HappyCo., Inc.",NULL,happy-inspector,NULL,1168,"2020-06-10 08:57:17","2022-01-10 19:10:37",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1170,"Cloud9 Technologies, LLC",NULL,cloud9-technologies,NULL,1170,"2020-06-10 08:57:17","2022-01-10 19:10:38",,"Computer Hardware & Software","51 to 200 Employees"
1171,"Covenant Review, LLC",NULL,fulcrum-financial-data,NULL,1171,"2020-06-10 08:57:17","2022-01-10 19:10:39",,NULL,"51 to 200 Employees"
1172,"360 Treasury Systems AG",NULL,NULL,NULL,1172,"2020-06-10 08:57:17","2022-01-10 19:10:39",,"Computer Hardware & Software","201 to 500 Employees"
1173,"Westwood Global Energy Group",NULL,NULL,NULL,1173,"2020-06-10 08:57:17","2022-01-10 19:10:40",,NULL,"51 to 200 Employees"
1174,"Atlantic Partners Corp.",NULL,NULL,NULL,1174,"2020-06-10 08:57:17","2022-01-10 19:10:40",,"Staffing & Outsourcing","1 to 50 Employees"
1175,Keane,NULL,keane,NULL,1175,"2020-06-10 08:57:17","2022-01-10 19:10:41","CA  ","IT Services","10000+ Employees"
1176,"IWCO Direct - Retail Bank",NULL,iwco-direct,NULL,1176,"2020-06-10 08:57:17","2022-01-10 19:10:41","MO  ","Advertising & Marketing","1001 to 5000 Employees"
1178,"LifeWorks, A Division of Aramark",NULL,NULL,NULL,1178,"2020-06-10 08:57:17","2022-01-10 19:10:42",,NULL,"1001 to 5000 Employees"
1181,"Jivox Corporation",NULL,jivox,NULL,1181,"2020-06-10 08:57:17","2022-01-10 19:10:43","CA  ","Advertising & Marketing","51 to 200 Employees"
1184,"M. Arthur Gensler, Jr. & Associates, Inc.",NULL,gensler-ltd,NULL,1184,"2020-06-10 08:57:17","2022-01-10 19:10:45","CA  ","Architectural & Engineering Services","5001 to 10000 Employees"
1185,Knack,NULL,knack-inc,NULL,1185,"2020-06-10 08:57:17","2022-01-10 19:10:45",,"Computer Hardware & Software","1 to 50 Employees"
1187,"Codio Ltd.",NULL,NULL,NULL,1187,"2020-06-10 08:57:17","2022-01-10 19:10:46",,"Computer Hardware & Software","1 to 50 Employees"
1188,"Nomis Solutions, Inc.",NULL,nomis-solutions,NULL,1188,"2020-06-10 08:57:17","2022-01-10 19:10:47",CA,"Enterprise Software & Network Solutions","51 to 200 Employees"
1189,"JD Power and Associates",NULL,j-d-power,NULL,1189,"2020-06-10 08:57:17","2022-01-10 19:10:47","MI  ","Research & Development","1001 to 5000 Employees"
1192,"Factworks GmbH",NULL,NULL,NULL,1192,"2020-10-01 19:03:57","2022-01-10 19:10:48",,Consulting,"1 to 50 Employees"
1193,"ParallelDots, Inc.",NULL,paralleldots,NULL,1193,"2020-10-01 19:03:57","2022-01-10 19:10:48",,"IT Services","1 to 50 Employees"
1195,"Agorapulse SAS",NULL,agorapulse,NULL,1195,"2020-10-01 19:03:57","2022-01-10 19:10:49",,Internet,"51 to 200 Employees"
1196,"PayPal, Inc.",NULL,paypal,PYPL,1196,"2020-10-01 19:03:57","2022-01-10 19:10:50",,Internet,"10000+ Employees"
1197,"Sift Science, Inc. ",NULL,sift-science,NULL,1197,"2020-10-01 19:03:57","2022-01-10 19:10:50","CA  ",Internet,"51 to 200 Employees"
1200,"AppBugs, Inc. dba VeriClouds",NULL,vericlouds,NULL,1200,"2020-10-01 19:03:58","2022-01-10 19:10:51",,NULL,"1 to 50 Employees"
1202,"Tax Computer Systems Ltd - UK",NULL,tax-computer-systems-ltd-d502,NULL,1202,"2020-10-01 19:03:58","2022-01-10 19:10:51",MIDD,Accounting,"51 to 200 Employees"
1205,Styra,NULL,styra,NULL,1205,"2020-10-01 19:03:59","2022-01-10 19:10:52","CA  ","Enterprise Software & Network Solutions","1 to 50 Employees"
1206,"Grant Thornton UK LLP - UK",NULL,grant-thornton-uk,NULL,1206,"2020-10-01 19:03:59","2022-01-10 19:10:52",,Accounting,"1001 to 5000 Employees"
1208,Tango,NULL,tango-card,NULL,1208,"2020-10-01 19:03:59","2022-01-10 19:10:53",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1209,"Everbridge, Inc.",NULL,NULL,NULL,1209,"2020-10-01 19:03:59","2022-01-10 19:10:53","MA  ","Computer Hardware & Software","501 to 1000 Employees"
1211,"PipeCandy Inc.",NULL,pipecandy,NULL,1211,"2020-10-01 19:04:00","2022-01-10 19:10:54",,Internet,"1 to 50 Employees"
1214,"Adswerve Inc.",NULL,adswerve,NULL,1214,"2020-10-01 19:04:00","2022-01-10 19:10:55",,"Advertising & Marketing","51 to 200 Employees"
1215,"Microsoft Azure Platform",NULL,microsoft,MSFT,1215,"2020-10-01 19:04:00","2022-01-10 19:10:56","WA  ","Computer Hardware & Software","10000+ Employees"
1216,"Britelite Immersive Inc.",NULL,britelite-immersive,NULL,1216,"2020-10-01 19:04:00","2022-01-10 19:10:57",,NULL,"1 to 50 Employees"
1222,"Fleishman-Hillard HighRoad Corp.",NULL,NULL,NULL,1222,"2020-10-01 19:04:01","2022-01-10 19:10:58",,"Advertising & Marketing","1001 to 5000 Employees"
1223,"Retina AI Inc.",NULL,retina-ai,NULL,1223,"2020-10-01 19:04:01","2022-01-10 19:10:59",,NULL,"1 to 50 Employees"
1225,"Pluma, Inc.",NULL,pluma-2,NULL,1225,"2020-10-01 19:04:01","2022-01-10 19:10:59","NC  ","Enterprise Software & Network Solutions","1 to 50 Employees"
1227,"Black and Red Inc.",NULL,NULL,NULL,1227,"2020-10-01 19:04:02","2022-01-10 19:11:00",,NULL,"1 to 50 Employees"
1229,"Squarespace, Inc.",NULL,squarespace,SQSP,1229,"2020-10-01 19:04:02","2022-01-10 19:11:00","NY  ",Internet,"1001 to 5000 Employees"
1230,"Maven Wave - Tech",NULL,maven-wave,NULL,1230,"2020-10-01 19:04:02","2022-01-10 19:11:01",,Consulting,"201 to 500 Employees"
1233,"BillGo, Inc.",NULL,billhero,NULL,1233,"2020-10-01 19:04:03","2022-01-10 19:11:01",,"Financial Transaction Processing","201 to 500 Employees"
1235,"JGraph Ltd - UK",NULL,jgraph,NULL,1235,"2020-10-01 19:04:03","2022-01-10 19:11:02",,NULL,"1 to 50 Employees"
1239,"Betterup Inc",NULL,betterup,NULL,1239,"2020-10-01 19:04:03","2022-01-10 19:11:03",CA,"Enterprise Software & Network Solutions","51 to 200 Employees"
1242,"Lightico Ltd.",NULL,lightico,NULL,1242,"2020-10-01 19:04:04","2022-01-10 19:11:04",,"Computer Hardware & Software","51 to 200 Employees"
1243,"900lbs of Creative, LLC",NULL,NULL,NULL,1243,"2020-10-01 19:04:04","2022-01-10 19:11:05",,NULL,"1 to 50 Employees"
1244,"Viventis Search Asia, Inc.",NULL,NULL,NULL,1244,"2020-10-01 19:04:04","2022-01-10 19:11:05",,NULL,"51 to 200 Employees"
1245,"Mode Analytics, Inc.",NULL,mode-analytics,NULL,1245,"2020-10-01 19:04:04","2022-01-10 19:11:06",,Internet,"51 to 200 Employees"
1248,"Qualisystems USA",NULL,NULL,NULL,1248,"2020-10-01 19:04:05","2022-01-10 19:11:07",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1250,"Hotjar Limited",NULL,NULL,NULL,1250,"2020-10-01 19:04:05","2022-01-10 19:11:07",,Internet,"201 to 500 Employees"
1251,"Drift.com, Inc.",NULL,NULL,NULL,1251,"2020-10-01 19:04:05","2022-01-10 19:11:08",,Internet,"201 to 500 Employees"
1254,CDN-DHL,NULL,NULL,NULL,1254,"2020-10-01 19:04:05","2022-01-10 19:11:08",,"Express Delivery Services","10000+ Employees"
1257,"Insurance Auto Auctions, Inc.",NULL,insurance-auto-auctions-inc,NULL,1257,"2020-10-01 19:04:06","2022-01-10 19:11:09","IL  ","Auctions & Galleries","1001 to 5000 Employees"
1259,"ACA Compliance Group",NULL,aca-compliance-group,NULL,1259,"2020-10-01 19:04:06","2022-01-10 19:11:10","MD  ","Financial Analytics & Research","501 to 1000 Employees"
1263,"Winning by Design, LLC",NULL,winning-by-design,NULL,1263,"2020-10-01 19:04:07","2022-01-10 19:11:10",,"Consumer Electronics & Appliances Stores","501 to 1000 Employees"
1264,"Decode Marketing LLC",NULL,NULL,NULL,1264,"2020-10-01 19:04:07","2022-01-10 19:11:11",HERT,"Advertising & Marketing","1 to 50 Employees"
1266,Multistate,NULL,NULL,NULL,1266,"2020-10-01 19:04:07","2022-01-10 19:11:11","VA  ",NULL,"1 to 50 Employees"
1267,"Capital City Auto Auction",NULL,NULL,NULL,1267,"2020-10-01 19:04:07","2022-01-10 19:11:12",,"Vehicle Dealers","51 to 200 Employees"
1268,"Navatar Group, Inc.",NULL,navatar-group,NULL,1268,"2020-10-01 19:04:07","2022-01-10 19:11:12","NY  ","Computer Hardware & Software","51 to 200 Employees"
1270,"Eightfold AI, Inc.",NULL,eightfold,NULL,1270,"2020-10-01 19:04:08","2022-01-10 19:11:13",,"Enterprise Software & Network Solutions","51 to 200 Employees"
1271,"Google Pay",NULL,google,GOOG,1271,"2020-10-01 19:04:09","2022-01-10 19:11:14",,Internet,"10000+ Employees"
1272,"Digitonomy Limited - UK",NULL,digitonomy,NULL,1272,"2020-10-01 19:04:09","2022-01-10 19:11:14",,"Advertising & Marketing","1 to 50 Employees"
1275,MPX,NULL,mpx,NULL,1275,"2020-10-01 19:04:10","2022-01-10 19:11:15",,NULL,"1 to 50 Employees"
1276,"New England Document Systems",NULL,new-england-document-systems,NULL,1276,"2020-10-01 19:04:10","2022-01-10 19:11:16",,NULL,"51 to 200 Employees"
1277,"Immersive Labs Ltd.",NULL,imrsv,NULL,1277,"2020-10-01 19:04:10","2022-01-10 19:11:16",,"Computer Hardware & Software","201 to 500 Employees"
1278,"Power Digital Marketing, Inc.",NULL,power-digital-marketing-7499,NULL,1278,"2020-10-01 19:04:11","2022-01-10 19:11:17",,"Advertising & Marketing","201 to 500 Employees"
1280,"JNR Adjustment Company, Inc.",NULL,NULL,NULL,1280,"2020-10-01 19:04:11","2022-01-10 19:11:17","MN  ","Financial Analytics & Research","51 to 200 Employees"
1282,"Altus Receivables Management, Inc. fka Hunter Warfield",NULL,hunter-warfield,NULL,1282,"2020-10-01 19:04:11","2022-01-10 19:11:18",,Consulting,"201 to 500 Employees"
1283,"eOriginal, Inc.",NULL,eoriginal,NULL,1283,"2020-10-01 19:04:12","2022-01-10 19:11:18",,NULL,"1 to 50 Employees"
1284,"Affiliated Physicians",NULL,NULL,NULL,1284,"2020-10-01 19:04:12","2022-01-10 19:11:19","IL  ",NULL,"1 to 50 Employees"
1285,"HCL Technologies Limited - UK",NULL,NULL,NULL,1285,"2020-10-01 19:04:12","2022-01-10 19:11:19",,"Computer Hardware & Software","10000+ Employees"
1286,"VereQuest Incorporated",NULL,NULL,NULL,1286,"2020-10-01 19:04:13","2022-01-10 19:11:20",,"Advertising & Marketing","1 to 50 Employees"
